
23.6661,1547407814.042042
23.7043,1547407815.048337
23.6357,1547407816.051832
23.6738,1547407817.056155
23.6433,1547407818.058023
23.7119,1547407819.058889
23.7043,1547407820.059804
23.6814,1547407821.0640619
23.7119,1547407822.069325
23.7271,1547407823.073903
23.7119,1547407824.078866
23.6738,1547407825.0828218
23.7195,1547407826.0864441
23.7347,1547407827.092177
23.6661,1547407828.093309
23.6509,1547407829.096512
23.6814,1547407830.0990322
23.7043,1547407831.103916
23.6967,1547407832.105527
23.7043,1547407833.110517
23.7043,1547407834.1194408
23.7043,1547407835.120018
23.7043,1547407836.122436
23.7119,1547407837.128167
28.0615,1547408193.543722
28.3601,1547408194.548969
28.3133,1547408195.551352
28.5259,1547408196.556232
28.5415,1547408197.560805
28.7464,1547408198.5657809
28.6845,1547408199.571208
28.7776,1547408200.576873
28.762,1547408201.5814242
28.7073,1547408202.582309
28.7386,1547408203.583777
29.0221,1547408204.589503
29.2401,1547408205.594006
29.216,1547408206.595021
29.1844,1547408207.600161
29.2481,1547408208.6018748
29.1922,1547408209.6034229
29.2401,1547408210.60864
29.2,1547408211.612948
29.45,1547408212.6164181
29.6609,1547408213.618906
29.6531,1547408214.622251
29.8797,1547408215.6264372
29.8563,1547408216.62836
29.9109,1547408217.629109
29.8953,1547408218.6341162
29.8406,1547408219.63626
29.8484,1547408220.6395268
29.8406,1547408221.640938
30.1037,1547408222.641425
30.3399,1547408223.6427772
30.3628,1547408224.648515
30.3704,1547408225.6526752
30.3933,1547408226.657428
30.3857,1547408227.662349
30.4009,1547408228.6670651
30.3933,1547408229.670914
30.6448,1547408230.67387
30.6829,1547408231.674528
30.9268,1547408232.675361
30.9346,1547408233.677123
31.1707,1547408234.6819358
31.202,1547408235.6828742
31.202,1547408236.688596
31.2254,1547408237.690655
31.2332,1547408238.69486
31.2176,1547408239.698457
31.2801,1547408240.7042491
31.4927,1547408241.7085419
31.7444,1547408242.711155
31.7054,1547408243.7159748
31.6819,1547408244.721749
31.7288,1547408245.7251651
31.6898,1547408246.7293131
31.7054,1547408247.730505
31.6976,1547408248.733081
31.9415,1547408249.738805
31.9415,1547408250.7422268
32.1619,1547408251.742573
32.2479,1547408252.74462
32.1932,1547408253.745164
32.1932,1547408254.746102
32.1776,1547408255.747006
32.2088,1547408256.7527292
32.1776,1547408257.7537658
32.398,1547408258.75843
32.3902,1547408259.7592
32.681,1547408260.7605708
32.9249,1547408261.766308
32.9327,1547408262.769439
32.9093,1547408263.7710981
32.9171,1547408264.776818
32.8704,1547408265.7787871
32.9171,1547408266.7845068
32.9405,1547408267.78949
33.1731,1547408268.793546
33.4551,1547408269.799264
33.383,1547408270.8014421
33.4071,1547408271.8071492
33.375,1547408272.808531
33.4231,1547408273.8115158
